For 0128               02 40  6.06 -34 31 37.9 18.60  1.22   43.1  3.9  0.40 0.04  0.38 0.11 0.992 1
For 0129               02 40  5.94 -34 32  0.8 18.47  1.44   52.2  3.7  0.45 0.05  0.46 0.11 0.997 1
For 0130               02 40  7.68 -34 32  0.9 18.84  1.23   51.6  4.3  0.35 0.06  0.41 0.12 0.996 1
For 0131               02 40  5.49 -34 32 42.8 18.33  1.59   71.6  0.8  0.46 0.02  0.66 0.06 0.996 1
For 0132               02 40  7.93 -34 35 30.6 18.91  1.42   59.7  9.7  0.32 0.06  0.54 0.12 0.994 1
For 0133               02 40 18.89 -34 36 42.1 18.56  1.42   41.2  8.6  0.14 0.12  0.76 0.13 0.986 1
For 0134               02 40 15.09 -34 31  1.9 18.98  1.29   47.4  3.7  0.41 0.05  0.41 0.13 0.992 1
For 0135               02 40 14.83 -34 32  7.7 18.58  1.36   57.6  1.2  0.37 0.03  0.49 0.07 0.996 1
For 0136               02 40 16.04 -34 35 59.0 18.70  1.32   48.1  2.1  0.45 0.04  0.67 0.10 0.994 1
For 0137               02 40 19.30 -34 36 11.8 18.59  1.56   58.6  3.9  0.63 0.05  0.37 0.17 0.989 1
For 0138               02 40 15.50 -34 40 16.0 18.96  1.29   59.7  8.3  0.30 0.23  0.36 0.38 0.988 1
For 0139               02 40 19.84 -34 38 43.3 18.61  1.45   71.7  4.7  0.55 0.05  0.61 0.13 0.988 1
For 0140               02 40 18.41 -34 38 29.8 18.59  1.53   58.6  2.6  0.44 0.05  0.57 0.11 0.994 1
For 0141               02 40 18.89 -34 37 46.8 18.71  1.24   78.6  6.7  0.10 0.19  0.13 0.19 0.910 1
For 0142               02 40 20.38 -34 37 34.5 18.22  1.43   66.8  2.5  0.43 0.04  0.73 0.10 0.992 1
For 0143               02 40  9.43 -34 40 16.2 18.64  1.33   81.3 10.8  0.59 0.06  0.17 0.22 0.944 1
For 0144               02 40 10.53 -34 37 59.2 18.73  1.37   44.7  7.8  0.33 0.06  0.56 0.11 0.991 1
For 0145               02 40  7.92 -34 37 16.1 18.30  1.57   40.7  4.5  0.45 0.05  0.56 0.11 0.988 1
For 0146               02 40 22.81 -34 30 33.0 18.80  1.36   48.7  6.0  0.36 0.05  0.45 0.11 0.992 1
For 0147               02 40 21.16 -34 31 46.5 18.43  1.65   44.7  4.8  0.41 0.05  0.60 0.11 0.994 1
For 0148               02 40 23.79 -34 32 44.2 18.98  1.25   72.1  4.7  0.36 0.06  0.54 0.11 0.988 1
For 0149               02 40 25.14 -34 33  0.3 18.28  1.29   58.2  1.9  0.38 0.04  0.51 0.09 0.994 1
For 0150               02 40 21.50 -34 35 21.0 18.69  1.42   48.4  5.1  0.36 0.06  0.70 0.11 0.993 1
For 0151               02 40 30.10 -34 35 33.3 18.98  1.19   67.1  8.1  0.20 0.07  0.54 0.12 0.991 1
For 0152               02 40 25.51 -34 36  0.4 18.41  1.28   62.4  2.8  0.41 0.05  0.56 0.11 0.994 1
For 0153               02 40 26.87 -34 36 12.8 18.73  1.30   34.8  3.7  0.42 0.07  0.41 0.15 0.960 1
For 0154               02 40 32.35 -34 30 53.9 18.88  1.19   53.3  6.7  0.36 0.07  0.36 0.14 0.987 1
For 0155               02 40 32.42 -34 31 50.5 18.66  1.22   51.5  2.4  0.44 0.03  0.42 0.10 0.990 1
For 0156               02 40 28.52 -34 32  2.8 18.97  1.25   62.9  7.8  0.26 0.09  0.44 0.15 0.990 1
For 0157               02 40 33.04 -34 32 47.3 18.42  1.42   36.4  1.4  0.43 0.03  0.65 0.09 0.980 1
For 0158               02 40 29.79 -34 32 53.2 18.72  1.35   38.4  1.3  0.52 0.03  0.66 0.10 0.984 1
For 0159               02 40 32.77 -34 33 18.3 18.29  1.16   58.2  1.3  0.36 0.04  0.59 0.10 0.995 1
For 0160               02 40 28.96 -34 34  5.2 18.59  1.39   24.1  8.2  0.35 0.12  0.28 0.13 0.784 1
For 0161               02 40 46.46 -34 42 37.2 18.77  1.53   60.2  1.4  0.35 0.05  0.63 0.10 0.994 1
For 0162               02 40 38.79 -34 41 31.0 18.72  1.43   48.4  1.9  0.36 0.05  0.84 0.10 0.986 1
For 0163               02 40 37.74 -34 37 14.9 18.58  1.40   60.8  3.0  0.41 0.06  0.64 0.12 0.994 1
For 0164               02 40 40.97 -34 37  4.3 18.70  1.34   46.7  1.5  0.41 0.04  0.58 0.10 0.993 1
For 0165               02 40 33.04 -34 37  1.1 19.04  1.27   38.0  2.1  0.50 0.04  0.56 0.11 0.982 1
For 0166               02 40 37.59 -34 36  2.7 18.91  1.15   83.5  6.4  0.30 0.05  0.28 0.11 0.863 1
For 0167               02 40 32.84 -34 39 20.6 18.43  1.51   55.1  3.7  0.41 0.04  0.55 0.10 0.994 1
For 0168               02 40 31.99 -34 38 21.8 18.24  1.37   73.0  1.8  0.47 0.03  0.63 0.09 0.988 1
For 0169               02 40 27.63 -34 37 58.6 18.58  1.40   45.1  3.4  0.40 0.06  0.48 0.12 0.989 1
For 0170               02 40 24.69 -34 37 17.4 18.75  1.16   38.6  5.8  0.45 0.06  0.42 0.13 0.976 1
For 0171               02 40 30.54 -34 36 52.8 18.44  1.48   38.0  1.3  0.44 0.03  0.61 0.09 0.984 1
For 0172               02 40 33.29 -34 29 44.8 18.49  1.39   49.4  1.6  0.45 0.03  0.59 0.10 0.994 1
For 0173               02 40 36.97 -34 29 48.5 18.76  1.16   61.7  2.4  0.39 0.05  0.54 0.11 0.994 1
For 0174               02 40 34.80 -34 30  5.2 18.92  1.18   41.9  1.3  0.45 0.04  0.56 0.10 0.989 1
For 0175               02 40 35.11 -34 33  2.3 18.90  1.20   57.9  2.3  0.41 0.04  0.61 0.10 0.995 1
For 0176               02 40 34.92 -34 33 46.3 18.92  1.24   54.6  2.0  0.35 0.04  0.51 0.10 0.994 1
For 0177               02 40 36.91 -34 34 36.3 18.52  1.50   54.6  1.6  0.46 0.03  0.73 0.09 0.994 1
For 0178               02 40 33.69 -34 34 56.4 18.52  1.35   68.3  3.5  0.34 0.05  0.63 0.10 0.992 1
For 0179               02 40 48.68 -34 30 53.2 18.21  1.56   54.5  4.9  0.29 0.07  0.29 0.09 0.972 1
For 0180               02 40 49.97 -34 31 11.6 18.49  1.50   65.8  4.9  0.42 0.06  0.22 0.11 0.944 1
For 0181               02 40 47.94 -34 33 34.0 18.89  1.20   57.0  6.5  0.32 0.07  0.42 0.14 0.990 1
For 0182               02 40 44.66 -34 34  7.0 18.54  1.41   68.5  1.4  0.41 0.04  0.58 0.10 0.992 1
For 0183               02 40 55.83 -34 36 50.7 18.88  1.24   42.8  4.4  0.43 0.08  0.85 0.12 0.980 1
For 0184               02 40 48.81 -34 36 43.1 18.39  1.51   55.5  1.2  0.47 0.03  0.71 0.09 0.993 1
For 0185               02 40 52.69 -34 35 15.1 18.48  1.36   66.2  4.5  0.47 0.04  0.49 0.11 0.989 1
For 0186               02 41  1.87 -34 34 54.7 18.44  1.33   36.8  1.4  0.46 0.03  0.63 0.10 0.978 1
For 0187               02 40 48.24 -34 41 19.4 18.75  1.31   41.5  8.9  0.44 0.06  0.48 0.13 0.983 1
For 0188               02 40 50.54 -34 40 57.5 18.35  1.47   41.6  7.1  0.41 0.10  0.52 0.17 0.984 1
For 0189               02 40 50.37 -34 40 26.1 18.70  1.44   40.4  1.6  0.53 0.03  0.68 0.10 0.985 1
For 0190               02 40 44.97 -34 37 53.1 18.69  1.30   56.8  1.9  0.44 0.04  0.54 0.10 0.993 1
For 0191               02 40 46.49 -34 35 54.6 18.54  1.32   72.3  2.1  0.40 0.04  0.55 0.10 0.987 1
For 0192               02 40 44.20 -34 35 42.8 18.69  1.37   57.3  1.6  0.40 0.03  0.64 0.09 0.995 1
For 0193               02 38 20.22 -34 19 20.1 19.22  1.25   57.8  0.6  0.51 0.04  0.56 0.09 0.988 1
For 0194               02 38 28.37 -34 20 53.7 19.10  1.36   45.5  0.5  0.54 0.03  0.68 0.06 0.991 1
For 0195               02 38 11.46 -34 21 23.1 19.17  1.33   43.1  1.1  0.44 0.04  0.51 0.09 0.976 1
For 0196               02 38 23.90 -34 21 33.8 19.19  1.15   59.2  2.1  0.35 0.06  0.53 0.12 0.993 1
For 0197               02 38 31.72 -34 21 34.6 19.32  1.34   47.0  0.9  0.49 0.04  0.53 0.10 0.991 1
For 0198               02 38 21.91 -34 23 12.5 19.12  1.29   67.0  0.7  0.53 0.05  0.55 0.11 0.991 1
For 0199               02 38 30.80 -34 23  9.9 19.11  1.44   51.9  1.5  0.49 0.06  0.24 0.11 0.958 1
For 0200               02 38 32.88 -34 15 49.5 19.36  1.19   70.7  1.7  0.42 0.05  0.64 0.09 0.988 1
For 0201               02 38 27.37 -34 18  9.0 19.46  1.28   48.7  0.4  0.53 0.04  0.69 0.06 0.993 1
For 0202               02 38 34.84 -34 19 35.2 19.07  1.22   41.7  1.6  0.59 0.06  0.45 0.24 0.980 1
For 0203               02 38 43.91 -34 22  3.1 19.09  1.27   70.0  0.9  0.50 0.05  0.60 0.11 0.988 1
For 0204               02 38 48.46 -34 31  9.4 19.01  1.25   62.1  1.6  0.42 0.04  0.56 0.09 0.993 1
For 0205               02 38 36.92 -34 28 59.0 18.92  1.21   58.2  1.4  0.43 0.05  0.67 0.09 0.994 1
For 0206               02 38 35.41 -34 25 13.6 19.21  1.35   50.4  0.7  0.47 0.05  0.80 0.08 0.989 1
For 0207               02 38 28.42 -34 29  0.8 19.07  1.19   50.2  0.6  0.54 0.02  0.63 0.04 0.994 1
For 0208               02 38 30.39 -34 27 39.6 19.09  1.15   35.2  5.5  0.45 0.09  0.28 0.27 0.951 1
For 0209               02 38 27.87 -34 26 47.4 19.02  1.30   41.8  2.6  0.42 0.11  0.80 0.16 0.983 1
For 0210               02 38 23.72 -34 26 35.6 19.07  1.30   47.1  0.6  0.55 0.04  0.68 0.08 0.992 1
For 0211               02 38 26.03 -34 25 31.4 19.18  1.32   32.9  1.5  0.52 0.06  0.49 0.15 0.948 1
For 0212               02 38 32.15 -34 24 19.7 19.36  1.35   45.7  0.7  0.50 0.06  0.61 0.12 0.991 1
For 0213               02 38 32.35 -34 23 51.0 19.00  0.86   75.6  3.4  0.34 0.08  0.49 0.17 0.975 1
For 0214               02 38 44.63 -34 14 39.0 19.52  1.37  126.3  2.4  0.38 0.05  0.69 0.13 0.000 1
For 0215               02 38 41.88 -34 14 42.0 19.24  1.07   68.0  1.8  0.35 0.03  0.17 0.09 0.831 1
For 0216               02 38 43.80 -34 19 36.1 18.98  1.25   48.2  0.4  0.54 0.02  0.64 0.05 0.994 1
